mbid,artist_mb,artist_lastfm,country_mb,country_lastfm,tags_mb,tags_lastfm,listeners_lastfm,scrobbles_lastfm,ambiguous_artist
fab34286-b8e1-4879-bce3-194e1358fbd2,Kesha,Ke$ha,United States,United States,pop; dance; electropop; indie pop; dance-pop; pop rock; pop rap; singer/songwriter; a filk artist,pop; dance; electropop; female vocalists; electronic; american; kesha; whorecore; seen live; female vocalist; party; dance pop; pop rock; singer-songwriter; sexy; bitch; Hip-Hop; dance-pop; guilty pleasure; electro; rock; rnb; chillout; female; 3; chill; world; World Music; sunflower; Skitz0rz; uitluisteren artist; holloween skitz0rz; my dance room; Trashy; fav888; Love; glam; hot; electronica; amazing; <3; alternative; USA; 00s; dirty; beautiful; diva; club; auto-tune; powerpop; Trash; 10s; Tik Tok; female vocals; Wanessa; House; english; overrated; electro-pop,2479795,95346150,FALSE
44cf61b8-5197-448a-b82b-cef6ee89fac5,Paramore,Paramore,United States,United States,rock; alternative rock; punk; power pop; emo; acoustic rock; pop rock; pop punk; pop and chart; emo-pop,rock; pop punk; alternative; female vocalists; emo; seen live; alternative rock; punk; Paramore; pop rock; indie; punk rock; american; pop; female vocalist; indie rock; Fueled by Ramen; Pop-punk; power pop; Awesome; 00s; hayley williams; not emo; female vocals; <3; USA; Love; amazing; twilight; powerpop; female; favorites; screamo; christian; Tennessee; Pop-Rock,2479012,186641835,FALSE
7dc8f5bd-9d0b-4087-9f73-dc164950bbd8,Queens of the Stone Age,Queens of the Stone Age,United States,United States,rock; alternative rock; stoner rock; american; hard rock; stoner metal; rock and indie; desert rock,Stoner Rock; rock; alternative rock; seen live; hard rock; alternative; stoner; desert rock; metal; indie; american; Queens Of The Stone Age; robot rock; Grunge; indie rock; Josh Homme; USA; stoner metal; 00s; psychedelic; Progressive rock; Psychedelic Rock; alternative metal; qotsa; punk; 90s; heavy metal; California; classic rock; Garage Rock; male vocalists,2472579,140941461,FALSE
c5eb9407-caeb-4303-b383-6929aa94021c,Papa Roach,Papa Roach,United States,United States,rock; alternative rock; hard rock; nu metal; alternative; alternative metal; pop rock; rap rock; pop and chart,rock; Nu Metal; alternative rock; alternative; metal; seen live; hard rock; rapcore; Nu-metal; alternative metal; punk; Papa Roach; american; punk rock; emo; hardcore; post-grunge; heavy metal; USA; 90s; male vocalists; crossover; new metal; indie; Grunge; California; rap rock; screamo,2469808,78770487,FALSE
494e8d09-f85b-4543-892f-a5096aed1cd4,Mariah Carey,Mariah Carey,United States,United States,pop; american; soul; rnb; dance-pop; adult contemporary; girl; whistle register; pop and chart; pop soul; christmas music; contemporary r&b,pop; rnb; female vocalists; soul; Mariah Carey; Hip-Hop; 90s; female; diva; american; r&b; dance; female vocalist; r and b; singer-songwriter; mariah; 00s; hip hop; sexy; legend; urban; Love; Ballad; seen live; christmas; love songs; ballads; beautiful; rhythm and blues; rock; USA; vocal; adult contemporary; 80s; skinny legend; sweet; female vocals; english; romantic; amazing; mimi; alternative; divas; favorites; dance-pop; jazz; female artists; favourite artists; mc,2459108,74250907,FALSE
144ef525-85e9-40c3-8335-02c32d0861f3,John Mayer,John Mayer,United States,United States,rock; pop; jazz; blues; folk rock; production music; alternative; soul; blues rock; americana; acoustic rock; pop rock; singer/songwriter; john mayer,singer-songwriter; acoustic; rock; pop; Acoustic Rock; seen live; blues; alternative; john mayer; male vocalists; chill; guitar; pop rock; blues rock; american; Mellow; indie; soft rock; alternative rock; folk; soul; easy listening; jazz; favorites; chillout; Favorite; Love; male vocalist; 00s; male; Pop-Rock; USA; emo; singer songwriter; amazing; relax; indie rock; soft; Adult Alternative; classic rock; country; beautiful; Favorite Artists; Mayer,2453071,110319385,FALSE
5182c1d9-c7d2-4dad-afa0-ccfeada921a8,Black Sabbath,Black Sabbath,United Kingdom,United Kingdom,rock; heavy metal; metal; british; uk; hard rock; psychedelic rock; blues rock; nwobhm; pop rock; jazz-rock; english; birmingham; reunion; classic pop and rock; traditional doom metal; new wave of british heavy metal; want to listen,heavy metal; hard rock; classic rock; metal; rock; doom metal; british; seen live; 70s; Stoner Rock; Black Sabbath; classic metal; Doom; 80s; Traditional Doom Metal; Ozzy Osbourne; blues rock; psychedelic; UK; ozzy; Progressive rock; British Metal; heavy; stoner metal; classic; stoner; english; 60s; Psychedelic Rock,2442953,100531599,FALSE
69b39eab-6577-46a4-a9f5-817839092033,Kasabian,Kasabian,United Kingdom,United Kingdom,rock; alternative rock; british; indie rock; indie; alternative; neo-psychedelia; alternative dance; dance-punk; indietronica; rock and indie,indie; indie rock; british; alternative; rock; seen live; alternative rock; britpop; electronic; kasabian; UK; electronica; psychedelic; 00s; brit rock; indie pop; experimental; indietronica; electronic rock; Psychedelic Rock; Leicester; Britrock; male vocalists; Neo-Psychedelia; Progressive rock; england; pop; english; dance; post-punk; british rock,2436092,83211561,FALSE
ebfc1398-8d96-47e3-82c3-f782abcdb13d,The Beach Boys,The Beach Boys,United States,,rock; pop; american; usa; psychedelic rock; américain; baroque pop; psychedelic pop; pop rock; rock and roll; surf rock; surf; sunshine pop; classic pop and rock; b7005bb9-fcd9-4d06-8c39-c5ef11275ef1; pop/rock; today,classic rock; 60s; pop; Surf; rock,2430401,69741270,FALSE
d339efbb-77b9-4147-ba9e-59f2f24550b2,Kelly Clarkson,Kelly Clarkson,United States,United States,rock; pop; electropop; dance-pop; pop rock; american idol; pop and chart; teen pop; fixme label mess; a filk artist,pop; female vocalists; pop rock; rock; Kelly Clarkson; American Idol; female; alternative; american; seen live; female vocalist; dance; singer-songwriter; 00s; Pop-Rock; indie; alternative rock; Kelly; USA; soul; emo; teen pop; idol; punk; guilty pleasure; english; country; favorites; female artists; rnb; Guilty Pleasures; Officially Shit; electronic; Love; soft rock; Awesome; amazing; texas,2425837,64551596,FALSE
f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62,T.I.,T.I.,United States,Georgia; United States,rap; hip hop; southern hip hop; gangsta rap; pop rap; dirty south; hip hop rnb and dance hall; trap rap,Hip-Hop; rap; Dirty South; hip hop; southern rap; atlanta; Gangsta Rap; TI; american; ATL; seen live; hiphop; rnb; grand hustle; male vocalists; King; T.I; gangsta; Trap Muzik; king of the south; tip; georgia; pop; Crunk; 00s; soul; urban; Rap and Hip-Hop,2422414,32407489,FALSE
c7020c6d-cae9-4db3-92a7-e5c561cbad50,Keane,Keane,United Kingdom,United Kingdom,rock; alternative rock; synth-pop; piano rock; alternative pop; english; rock and indie; post-britpop,britpop; indie; alternative; british; rock; seen live; indie rock; pop; alternative rock; piano rock; Keane; piano; UK; indie pop; male vocalists; pop rock; 00s; soft rock; brit pop; favorites; english; singer-songwriter; Mellow; Love; brit rock; england; electronic; Pop-Rock; emo; classic rock; acoustic; Brit,2422185,66916305,FALSE
618b6900-0618-4f1e-b835-bccb17f84294,Eric Clapton,Eric Clapton,United Kingdom,United Kingdom,rock; pop; blues; british; reggae; hard rock; psychedelic rock; blues rock; pop rock; british blues; classic pop and rock; acoustic blues; clapton; eric clapton; pop/rock; 24 nights; has german audiobooks,classic rock; blues; rock; blues rock; guitar; singer-songwriter; british; eric clapton; seen live; 70s; guitar virtuoso; 80s; 60s; pop; blues-rock; acoustic; clapton; male vocalists; hard rock; guitar god; god; oldies; alternative; UK; Guitar Hero; Guitar Gods; classic; soft rock; 90s; legend; favorites; Psychedelic Rock,2415759,51150967,FALSE
5fee3020-513b-48c2-b1f7-4681b01db0c6,Florence + the Machine,Florence + the Machine,United Kingdom,United Kingdom,rock; indie rock; indie; indie pop; rock and indie; pop soul; enfp; art pop,indie; female vocalists; alternative; british; indie pop; seen live; pop; indie rock; singer-songwriter; folk; rock; baroque pop; soul; alternative rock; art rock; female vocalist; art pop; Florence and The Machine; UK; 00s; experimental; electronic; powerful voice; english; alternative pop; london; indie folk; Love; britpop; love at first listen; florence; beautiful; epic; want to see live; female; england,2412744,170515751,FALSE
a96ac800-bfcb-412a-8a63-0a98df600700,Modest Mouse,Modest Mouse,United States,United States,rock; alternative rock; american; indie rock; indie; indie pop; indie folk; noise pop; contemporary folk; rock and indie; lo-fi indie,indie; indie rock; alternative; rock; seen live; alternative rock; indie pop; Modest Mouse; emo; american; Lo-Fi; experimental; 90s; favorites; folk; punk; washington; pop; post-punk; 00s; noise pop; USA; Awesome; electronic; Favorite; post-rock; chillout; singer-songwriter; seattle; male vocalists; electronica; Progressive rock; want to see live; Love,2393280,124614698,FALSE
01809552-4f87-45b0-afff-2c6f0730a3be,Elvis Presley,Elvis Presley,United States,United States,rock; pop; american; blues; singer; rockabilly; country; pop rock; blue-eyed soul; gospel; rock and roll; oldies; love; classic pop and rock; party; christmas music; rock & roll; pop/rock; flaming; if you talk in your sleep,rock n roll; classic rock; rock; oldies; Rock and Roll; rockabilly; 50s; 60s; pop; american; country; Elvis Presley; blues; rock'n'roll; male vocalists; The King; elvis; 70s; legend; gospel; Rock 'n' Roll; soul; USA; singer-songwriter; King; classic; rock-n-roll; rhythm and blues; male vocalist; acoustic; rock & roll; jazz; blues rock; alternative; King of Rock and Roll; favorites,2390753,71070448,FALSE
4bb4e4e4-5f66-4509-98af-62dbb90c45c5,Disturbed,Disturbed,United States,United States,rock; heavy metal; metal; american; hard rock; nu metal; new metal; alternative metal; rock and indie; alternative/rock/metal,metal; Nu Metal; hard rock; rock; alternative; seen live; alternative metal; heavy metal; Nu-metal; alternative rock; Disturbed; american; hardcore; industrial; metalcore; thrash metal; new metal; industrial metal; USA; punk; punk rock; death metal; Progressive metal; emo,2378787,107834086,FALSE
5d02f264-e225-41ff-83f7-d9b1f0b1874a,Simon & Garfunkel,Simon & Garfunkel,United States,United States,rock; folk; american; singer-songwriter; folk rock; pop rock; contemporary folk; folk pop; film soundtrack; classic pop and rock; seven; simon-garfunkel; singer/songwriter,folk; classic rock; singer-songwriter; acoustic; rock; 60s; folk rock; oldies; pop; american; 70s; Simon and Garfunkel; male vocalists; soft rock; folk-rock; seen live; indie; classic; Mellow; easy listening; 80s; USA; alternative; new york; duo; guitar; favorites; Simon & Garfunkel; chillout; chill; indie rock,2371627,63047210,FALSE
f4a31f0a-51dd-4fa7-986d-3095c40c5ed9,Evanescence,Evanescence,United States,United States,rock; alternative rock; metal; american; nu metal; new metal; alternative metal; pop rock; symphonic rock; gothic rock; piano rock; pop and chart; n2,rock; Gothic Rock; female vocalists; Gothic; alternative; alternative rock; Gothic Metal; metal; Evanescence; seen live; Female fronted metal; american; alternative metal; Nu Metal; female vocalist; symphonic metal; hard rock; pop; goth; emo; USA; female; melodic metal; pop rock; amy lee; dark; 00s; female vocals; goth metal; Nu-metal; goth rock; piano; heavy metal; favorites; female fronted; not gothic; singer-songwriter; Symphonic Rock; dark rock; female vocal; female fronted rock,2370097,103286991,FALSE
c07f0676-9143-4217-8a9f-4c26bd636f13,My Chemical Romance,My Chemical Romance,United States,Jersey; United States,rock; alternative rock; punk; hard rock; emo; alternative; pop punk; post-hardcore; pop and chart; matthew edward hall,rock; emo; alternative; punk rock; punk; seen live; alternative rock; screamo; my chemical romance; pop punk; post-hardcore; american; indie; emocore; not emo; mcr; metal; hardcore; pop; indie rock; pop rock; shit; favorites; new jersey; gay; male vocalists; Officially Shit; emo punk; hard rock; USA; Awesome; Crap; 00s; Love; Emo rock; Pop-punk; wristslitters; post hardcore; classic rock,2363924,124480949,FALSE
109958eb-a335-4c5e-907e-597ff4c6af46,Creedence Clearwater Revival,Creedence Clearwater Revival,United States,United States,rock; american; 60s; folk rock; blues rock; country rock; southern rock; classic rock; rock and roll; roots rock; swamp rock; classic pop and rock; rock & roll,classic rock; rock; Southern Rock; 60s; folk; blues; Rock and Roll; blues rock; oldies; american; 70s; country rock; folk rock; creedence clearwater revival; swamp rock; country; roots rock; CCR; rock n roll; USA; hard rock; California; classic; male vocalists; americana; Creedence; indie,2362780,59206227,FALSE
d8354b38-e942-4c89-ba93-29323432abc3,Thirty Seconds to Mars,30 Seconds to Mars,United States,,rock; electronic; alternative rock; experimental; 311; progressive; emo; alternative; acoustic rock; pop rock; arena rock; pop and chart; united states; emo-pop,alternative rock; rock; alternative; emo; indie,2359138,115237826,FALSE
197450cd-0124-4164-b723-3c22dd16494d,Frank Sinatra,Frank Sinatra,United States,United States,pop; jazz; vocal; christmas; swing; big band; columbia; easy listening soundtracks and musicals; garland; chrismas; duets; swing; jazz; big band; christmas,jazz; swing; oldies; vocal jazz; easy listening; male vocalists; american; frank sinatra; Big Band; pop; crooner; 50s; jazz vocal; lounge; vocal; classic; 60s; legend; Rat Pack; blues; 40s; Sinatra; crooners; classic rock; Traditional Pop; singer-songwriter; christmas; Standards; USA; 80s; male vocalist; 70s,2357629,65804306,FALSE
5dcdb5eb-cb72-4e6e-9e63-b7bace604965,Bon Jovi,Bon Jovi,United States,Jersey; United States,rock; metal; american; band; hard rock; usa; glam rock; classic rock; acoustic rock; pop rock; glam metal; aor; pop and chart; hard fm,rock; hard rock; classic rock; 80s; hair metal; seen live; bon jovi; american; 90s; pop; pop rock; Glam Metal; glam rock; metal; heavy metal; male vocalists; USA; soft rock; alternative; alternative rock; new jersey; Pop-Rock; 00s; singer-songwriter; melodic rock; 80s rock; Pop Metal,2353577,64020436,FALSE
a466c2a2-6517-42fb-a160-1087c3bafd9f,Slipknot,Slipknot,United States,United States,metal; nu metal; new metal; alternative metal; rap metal; rock and indie,Nu Metal; metal; heavy metal; Nu-metal; seen live; rock; alternative metal; alternative; Slipknot; hard rock; metalcore; hardcore; death metal; american; thrash metal; mallcore; alternative rock; new metal; NOT METAL; industrial metal; shit; gay; groove metal; rapcore; emo; USA; industrial; crossover; trash metal; punk; pop; 90s; iowa; Crap,2350050,125294152,FALSE
bf24ca37-25f4-4e34-9aec-460b94364cfc,Shakira,Shakira,Colombia,Colombia; Spain,rock; pop; alternative; electropop; dance-pop; pop rock; latin pop; latin; colombian; merengue; classic pop and rock; barranquilla; atlantico,pop; latin; female vocalists; spanish; rock; Shakira; dance; singer-songwriter; sexy; Colombia; seen live; electronic; hot; legend; latin pop; amazing; experimental; hips; colombian; talented; beautiful; poet; catchy; Talented Ladies; 00s; 90s; acoustic; amazing voice; female; pop rock; latino; synth; Eighth Wonder Of The World; diva; Fierce; female vocalist; awesome vocal; Fusion; Love; wow; cantautor; grammy winner; andean; fun; yes; latina; amazing lyrics; genius; goddess; moves me inexplicably; alternative; Rock en Espanol; Latin Rock; favorites; español; world; Pop Latino; Espanol; english; musica latina; columbian; Pop-Rock; powerful; political,2346168,69004922,FALSE
6c8b9855-ba8b-48f9-ac1d-42167f7f7b18,The Shins,The Shins,United States,,rock; pop; folk; american; indie rock; indie; indie pop; psychedelic pop; indie folk; folk pop; rock and indie,indie; indie rock; indie pop; alternative; seen live,2343174,87753546,FALSE
8f92558c-2baa-4758-8c38-615519e9deda,The Clash,The Clash,United Kingdom,United Kingdom,rock; punk; punk rock; british; post-punk; new wave; uk; reggae; funk; english; dance-punk; england; classic pop and rock; disco rap,punk; punk rock; british; rock; classic rock,2340643,82664393,FALSE
5f6ab597-f57a-40da-be9e-adad48708203,Dr. Dre,Dr. Dre,United States,United States,hip hop; producer; gangsta rap; pop rap; g-funk; rapper; classic pop and rock; west coast hip hop; hardcore hip hop; instrumental hip hop,Hip-Hop; rap; Gangsta Rap; hip hop; west coast; G-funk; West Coast Rap; gangsta; hiphop; dr dre; 90s; american; Dr. Dre; California; compton; producer; old school; Dre; los angeles; nwa; west coast hip-hop; seen live; Aftermath; Eminem; legend; G Funk; west coast hip hop; USA; rock; rnb; 00s; funk; male vocalists; Snoop Dogg; urban; Rap and Hip-Hop; westcoast; old school rap,2330510,38888220,FALSE
8ef1df30-ae4f-4dbd-9351-1a32b208a01e,Alicia Keys,Alicia Keys,United States,United States,pop; alternative rock; jazz; american; singer; neo-soul; soul; rnb; pianist; pop rap; neo soul; film soundtrack; hip hop rnb and dance hall; r&b; contemporary r&b,soul; rnb; female vocalists; pop; singer-songwriter; Alicia Keys; r&b; piano; Hip-Hop; american; female; seen live; Neo-Soul; r and b; female vocalist; rhythm and blues; jazz; Neo Soul; hip hop; urban; 00s; blues; new york; r'n'b; funk; USA; sexy; smooth; Love; black music; pianist; chillout; alicia; contemporary rnb; beautiful; female artists; diva,2325048,50639370,FALSE
b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,Pixies,United States,United States,rock; alternative rock; american; punk rock; usa; indie rock; américain; acoustic rock; noise pop; 4ad; rock and indie; surfer music,alternative; indie; rock; alternative rock; indie rock; seen live; punk; Grunge; 80s; post-punk; american; 90s; pixies; college rock; punk rock; boston; 4ad; USA; new wave; experimental; classic rock; noise pop; Post punk; favorites; pop; noise rock; surf rock; indie pop; Garage Rock; Massachusetts; female vocalists; noise; electronic; Progressive rock; Awesome; Recommended; kickasstic; pay attention; male vocalists; Favorite; Lo-Fi; Favourites; folk; the pixies,2319799,101636787,FALSE
8f9d6bb2-dba4-4cca-9967-cc02b9f4820c,Limp Bizkit,Limp Bizkit,United States,United States,rock; alternative rock; rap; metal; american; crossover; hip hop; nu metal; new metal; alternative metal; pop rock; rapcore; rap metal; rap rock; nu-metal; pop and chart; rock rap,Nu Metal; rapcore; rock; alternative; metal; seen live; Nu-metal; alternative rock; hard rock; limp bizkit; alternative metal; crossover; american; comedy; rap metal; rap; Hip-Hop; 90s; hardcore; NOT METAL; rap rock; USA; Officially Shit; mallcore; rap-metal; shit; 00s; punk; Crap; heavy metal; punk rock; hip hop; pop; new metal; Rap-Rock; male vocalists,2304812,73617304,FALSE
40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,The Smiths,The Smiths,United Kingdom,,rock; synthpop; pop; alternative rock; 80s; british; post-punk; new wave; uk; indie rock; indie; alternative; interview; indie pop; indie folk; jangle pop; english; england; manchester; rock and indie; ozymandias_,indie; 80s; post-punk; new wave; alternative,2297719,158731329,FALSE
c33c2065-b1c3-4406-b066-d33a9e2ea71a,OneRepublic,OneRepublic,United States,United States,rock; pop; pop rock; folk pop; rock and indie; united states,rock; pop rock; alternative; alternative rock; indie; pop; american; piano rock; seen live; male vocalists; OneRepublic; indie rock; soft rock; Pop-Rock; USA; 00s; One Republic; easy listening; piano; band; indie pop; Love; amazing; Awesome; favorites; relaxing; acoustic; Colorado; emo,2278164,62846148,FALSE
c98d40fd-f6cf-4b26-883e-eaa515ee2851,The Cranberries,The Cranberries,Ireland,Ireland,rock; pop; alternative rock; irish; ireland; alternative; female vocalists; pop rock; dream pop; eire; classic pop and rock; limerick,rock; alternative; female vocalists; alternative rock; irish,2276320,57877200,FALSE
9e0e2b01-41db-4008-bd8b-988977d6019a,The Police,The Police,United Kingdom,,rock; punk rock; british; post-punk; new wave; uk; power pop; alternative; pop rock; english; england; the police; classic pop and rock; pop/rock; pop reggae,rock; classic rock; 80s; new wave; pop,2274662,44685580,FALSE
90218af4-4d58-4821-8d41-2ee295ebbe21,Kaiser Chiefs,Kaiser Chiefs,United Kingdom,United Kingdom,rock; synthpop; british; uk; indie rock; indie; alternative; britpop; dance-pop; post-punk revival; pop rock; english; rock and indie,indie; indie rock; seen live; britpop; rock; alternative; british; alternative rock; kaiser chiefs; UK; indie pop; pop; 00s; new wave; post-punk; punk; Leeds; brit rock; Britrock; male vocalists; Post-punk revival; england; english; pop rock; electronic; Favourites; punk rock; brit pop,2271009,49817025,FALSE
82eb8936-7bf6-4577-8320-a2639465206d,Jason Mraz,Jason Mraz,United States,United States,rock; pop; alternative rock; american; acoustic rock; adult contemporary; pop rock; classic pop and rock; united states; singer/songwriter,singer-songwriter; acoustic; pop; alternative; rock; seen live; indie; Acoustic Rock; jason mraz; male vocalists; american; pop rock; folk; chill; alternative rock; guitar; chillout; jazz; happy; Love; favorites; indie rock; Mellow; reggae; relax; Mraz; male vocalist; Favorite; soul; USA; easy listening; male; 00s; summer; fun; jason; indie pop; feel good; amazing; Pop-Rock; virginia; funk; smooth; boys with guitars,2267801,62012330,FALSE
b23e8a63-8f47-4882-b55b-df2c92ef400e,Interpol,Interpol,United States,United States,rock; synthpop; alternative rock; american; post-punk; usa; indie rock; new york; américain; post-punk revival; alternative dance; 00s; rock and indie; male vocalists; international pony,indie; indie rock; post-punk; seen live; alternative; rock; alternative rock; interpol; american; Post-punk revival; new york; indie pop; new wave; Post punk; 00s; favorites; NYC; USA; dark; britpop; punk; post-rock; Favourites; pop; electronic; emo; male vocalists; Progressive rock; Love; electronica; chillout; classic rock; Awesome,2266280,119327712,FALSE
9beb62b2-88db-4cea-801e-162cd344ee53,Beastie Boys,Beastie Boys,United States,United States,rock; rap; punk; american; hip-hop; electro; hip hop; usa; funk; hiphop; hardcore punk; américain; alternative hip-hop; ny; rap rock; us; rock and indie; prank calls; east coast hip hop; new york hardcore,Hip-Hop; rap; alternative; hip hop; seen live; rock; punk; old school; new york; 80s; 90s; hardcore punk; american; electronic; Beastie Boys; funk; hardcore; hiphop; rapcore; alternative rap; alternative rock; punk rock; old school rap; rap rock; crossover; alternative hip-hop; indie; USA; NYC; experimental; jazz; electronica; instrumental; Old School Hip Hop; golden age; old school hip-hop; funky; 00s; Brooklyn; pop; trip-hop; East Coast; east coast rap; indie rock,2259629,74172611,FALSE
13655113-cd16-4b43-9dca-cadbbf26ee05,Nelly Furtado,Nelly Furtado,Canada,Canada; Portugal; Spain,rock; pop; folk; canadian; hip hop; pop and chart; hip hop rnb and dance hall; r&b; euro/dance-pop,pop; female vocalists; Canadian; folk; singer-songwriter; rnb; Nelly Furtado; alternative; seen live; dance; female; Hip-Hop; female vocalist; rock; sexy; portuguese; latin; 00s; r&b; hip hop; canada; soul; Nelly; indie; spanish; pop rock; Shakira; electronic; favorites,2258851,43050572,FALSE
fabb37f8-eb2a-4cc1-a72a-b56935bbb72d,Three Days Grace,Three Days Grace,Canada,,alternative rock; alternative metal,alternative rock; rock; alternative; hard rock; metal,2254814,83440335,FALSE
1946a82a-f927-40c2-8235-38d64f50d043,The Chemical Brothers,The Chemical Brothers,United Kingdom,,trip-hop; electronic; big beat; house; british; uk; techno; electronica; breakbeat; tech house; neo-psychedelia; english; trip hop; england; manchester; united kingdom; dance and electronica,electronic; dance; big beat; electronica; techno,2253285,59644501,FALSE
f2eef649-a6d5-4114-afba-e50ab26254d2,Sum 41,Sum 41,Canada,Canada,rock; soundtrack; alternative rock; punk; punk rock; canadian; canada; game; video game; pop punk; vgm; rock and indie; scotty doesn't know,punk rock; punk; pop punk; rock; alternative; seen live; alternative rock; Canadian; sum 41; emo; Pop-punk; skate punk; pop; metal; hard rock; canada; indie; alternative metal; hardcore; melodic hardcore; pop rock; Punk-Rock; indie rock; punkrock,2238775,87667537,FALSE
80cadd99-f560-41e3-babd-16292bbd248a,Marilyn Manson,Marilyn Manson,United States,United States,rock; american; vocalist; songwriter; usa; musician,industrial; industrial metal; metal; rock; alternative; seen live; alternative rock; hard rock; industrial rock; alternative metal; Shock Rock; Gothic; american; marilyn manson; Gothic Metal; heavy metal; glam rock; Gothic Rock; 90s; Nu Metal; male vocalists; goth; electronic; USA; dark; manson; pop; emo; punk; hardcore; 00s; favorites; glam; NOT INDUSTRIAL; goth rock,2235405,122282756,FALSE
4a4ee089-93b1-4470-af9a-6ff575d32704,The Prodigy,The Prodigy,United Kingdom,,rock; electronic; alternative rock; industrial; drum and bass; hardcore; big beat; rave; dance; british; 2005; uk; britannique; techno; electronica; breakbeat; electropunk; english; dance-punk; dance and electronica; breakbeat hardcore; hardcore hip hop; hardcore breaks,electronic; techno; industrial; dance; seen live,2231085,99423869,FALSE
2ddd167f-5b8a-4372-b350-6ad50493bac0,The Fray,The Fray,United States,,pop; seen live; pop and chart; look after you,alternative; rock; piano rock; indie; alternative rock,2220416,53789910,FALSE
020bfbb4-05c3-4c86-b372-17825c262094,Audioslave,Audioslave,United States,United States,rock; alternative rock; american; hard rock; post-grunge; supergroup; alternative metal; rock and indie; fixme label mess,rock; alternative rock; hard rock; alternative; Grunge; seen live; post-grunge; metal; Audioslave; american; Chris Cornell; indie; 00s; alternative metal; Supergroup; indie rock; Progressive rock; heavy metal; classic rock; Post Grunge; punk; favorites; tom morello; USA; male vocalists; funk,2216177,54744897,FALSE
20244d07-534f-4eff-b4d4-930878889970,Taylor Swift,Taylor Swift,United States,United States,pop; country; electropop; female vocals; dance-pop; pop rock; country pop; contemporary country; teen pop; top 40; country-pop; taylor-swift; singer/songwriter; fixme label mess; hp,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; Love; 00s; contemporary country; USA; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; World Music; sunflower; Skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; Awesome; sweet; synthpop; Favorite; Female country; legend; talented; love story; 2000s; lovely,2203262,171760219,FALSE
b9472588-93f3-4922-a1a2-74082cdf9ce8,Panic! at the Disco,Panic! at the Disco,United States,United States,alternative rock; power pop; pop rock; pop punk; chamber pop; pop and chart; united states; emo-pop; jon walker; ryan ross; spence smith; brendon urie; brent wilson; pop/rock,rock; alternative; emo; pop punk; indie; seen live; alternative rock; punk; indie rock; dance; pop rock; PANIC AT THE DISCO; pop; american; punk rock; electronic; Pop-punk; dance rock; favorites; Panic; male vocalists; Fueled by Ramen; not emo; baroque pop; Pop-Rock; Officially Shit; panic! at the disco; Awesome; lame lame lame lame; Love; indie pop; shit; amazing; gay; hardcore; screamo; 00s; art rock; electronica; USA; power pop; dance punk; wristslitters; powerpop; Favorite; Crap; las vegas; fun; emocore; metal; techno; catchy; cabaret; Decaydance,2199955,111069567,FALSE
8dd98bdc-80ec-4e93-8509-2f46bafc09a7,Calvin Harris,Calvin Harris,United Kingdom,Scotland; United Kingdom,electronic; dance; house; electropop; disco; dance-pop; progressive house; hip house; electro house; dance and electronica; nu-disco; uk hip hop; contemporary r&b; complextro; electro-disco; ibiza trance,electronic; dance; electro; Disco; seen live; electronica; british; Scottish; House; pop; indie; electropop; Electroclash; calvin harris; synthpop; synth pop; UK; male vocalists; electro house; nu-disco; new rave; scotland; 00s; EDM; Progressive House; indie pop; dj; dumfries; indietronica; club; 80s; Electro Pop; alternative; sexy; techno; electro dance; singer-songwriter; party,2195535,73336455,FALSE
f5dfa020-ad69-41cd-b3d4-fd7af0414e94,Wiz Khalifa,Wiz Khalifa,United States,,rap; hip hop; pop rap; hip hop rnb and dance hall,Hip-Hop; rap; underground hip-hop; hip hop; seen live,2193650,44503464,FALSE
87c5dedd-371d-4a53-9f7f-80522fb7f3cb,Björk,Björk,Iceland,Iceland,trip-hop; rock; electronic; downtempo; soundtrack; synthpop; pop; ambient; 90s; jazz; dance; experimental; idm; a cappella; islande; islandais; iceland; icelandic; electronica; alternative; baroque pop; alternative pop; trip hop; 2000; 00s; rock and indie; 10s; progressive pop; multiple ipi; art pop; whimsically inclined,electronic; alternative; experimental; female vocalists; icelandic; trip-hop; seen live; electronica; indie; singer-songwriter; pop; bjork; ambient; Avant-Garde; rock; iceland; chillout; female vocalist; trip hop; female; alternative rock; 90s; jazz; dance; downtempo; art pop; psychedelic; scandinavian; electro; beautiful; idm; 00s; björk; folk; alternative dance; genius; indie pop; industrial; indie rock; favorites; atmospheric; vocal; ethereal; quirky; Love; avantgarde; alternative pop; sexy; female vocals; Experimental Rock,2192935,113183032,FALSE
